 SYSTEM :            1
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  1.262346E+06  2.438902E+03  4.791672E+03  2.056393E-05  1.200000E+03  1.964996E+01
  1.204027E+06  2.463127E+03  4.833277E+03  2.025740E-05  1.200000E+03  2.034137E+01
  1.145652E+06  2.487254E+03  4.874210E+03  1.996498E-05  1.200000E+03  2.103924E+01
  1.087234E+06  2.511287E+03  4.914493E+03  1.968566E-05  1.200000E+03  2.174343E+01
  1.028771E+06  2.535235E+03  4.954157E+03  1.941847E-05  1.200000E+03  2.245393E+01
  9.702971E+05  2.559090E+03  4.993208E+03  1.916272E-05  1.200000E+03  2.317031E+01
  9.118233E+05  2.582854E+03  5.031665E+03  1.891764E-05  1.200000E+03  2.389242E+01
  8.533605E+05  2.606531E+03  5.069546E+03  1.868255E-05  1.200000E+03  2.462008E+01
  7.949473E+05  2.630110E+03  5.106850E+03  1.845694E-05  1.200000E+03  2.535278E+01
  7.366113E+05  2.653586E+03  5.143583E+03  1.824028E-05  1.200000E+03  2.609013E+01
  6.784131E+05  2.676940E+03  5.179730E+03  1.803223E-05  1.200000E+03  2.683130E+01
  6.204134E+05  2.700153E+03  5.215276E+03  1.783242E-05  1.200000E+03  2.757544E+01
  5.627168E+05  2.723189E+03  5.250180E+03  1.764069E-05  1.200000E+03  2.832110E+01
  5.054777E+05  2.745990E+03  5.284373E+03  1.745702E-05  1.200000E+03  2.906614E+01
  4.488946E+05  2.768484E+03  5.317764E+03  1.728149E-05  1.200000E+03  2.980778E+01
  3.932541E+05  2.790561E+03  5.350213E+03  1.711442E-05  1.200000E+03  3.054202E+01
  3.389089E+05  2.812087E+03  5.381549E+03  1.695629E-05  1.200000E+03  3.126385E+01
  2.863001E+05  2.832893E+03  5.411555E+03  1.680771E-05  1.200000E+03  3.196698E+01
  2.359183E+05  2.852790E+03  5.439995E+03  1.666940E-05  1.200000E+03  3.264430E+01
  1.882594E+05  2.871589E+03  5.466639E+03  1.654198E-05  1.200000E+03  3.328855E+01
  1.437371E+05  2.889131E+03  5.491305E+03  1.642583E-05  1.200000E+03  3.389344E+01
  1.026268E+05  2.905314E+03  5.513893E+03  1.632097E-05  1.200000E+03  3.445456E+01
  6.503338E+04  2.920101E+03  5.534393E+03  1.622702E-05  1.200000E+03  3.496982E+01
  3.089058E+04  2.933521E+03  5.552885E+03  1.614324E-05  1.200000E+03  3.543954E+01
  0.000000E+00  2.945655E+03  5.569514E+03  1.606868E-05  1.200000E+03  3.586595E+01
 SYSTEM :            4
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  2.890000E+06  1.600000E+03  2.900000E+03  6.960000E-05  1.200000E+03  2.636364E+00
  2.874942E+06  1.613413E+03  2.940259E+03  6.619912E-05  1.200000E+03  2.785836E+00
  2.859079E+06  1.626995E+03  2.980535E+03  6.311298E-05  1.200000E+03  2.941646E+00
  2.842347E+06  1.640798E+03  3.020971E+03  6.029068E-05  1.200000E+03  3.104557E+00
  2.824677E+06  1.654867E+03  3.061688E+03  5.769260E-05  1.200000E+03  3.275343E+00
  2.805991E+06  1.669252E+03  3.102812E+03  5.528625E-05  1.200000E+03  3.454900E+00
  2.786213E+06  1.683993E+03  3.144439E+03  5.304685E-05  1.200000E+03  3.644064E+00
  2.765255E+06  1.699136E+03  3.186672E+03  5.095322E-05  1.200000E+03  3.843816E+00
  2.743030E+06  1.714722E+03  3.229597E+03  4.898853E-05  1.200000E+03  4.055146E+00
  2.719440E+06  1.730795E+03  3.273300E+03  4.713853E-05  1.200000E+03  4.279139E+00
  2.694395E+06  1.747392E+03  3.317841E+03  4.539213E-05  1.200000E+03  4.516852E+00
  2.667796E+06  1.764549E+03  3.363285E+03  4.373962E-05  1.200000E+03  4.769445E+00
  2.639551E+06  1.782299E+03  3.409666E+03  4.217342E-05  1.200000E+03  5.038032E+00
  2.609576E+06  1.800666E+03  3.457006E+03  4.068732E-05  1.200000E+03  5.323706E+00
  2.577787E+06  1.819673E+03  3.505315E+03  3.927599E-05  1.200000E+03  5.627577E+00
  2.544121E+06  1.839330E+03  3.554569E+03  3.793538E-05  1.200000E+03  5.950602E+00
  2.508531E+06  1.859639E+03  3.604722E+03  3.666220E-05  1.200000E+03  6.293620E+00
  2.470998E+06  1.880587E+03  3.655697E+03  3.545393E-05  1.200000E+03  6.657235E+00
  2.431514E+06  1.902158E+03  3.707407E+03  3.430803E-05  1.200000E+03  7.041974E+00
  2.390106E+06  1.924321E+03  3.759734E+03  3.322259E-05  1.200000E+03  7.448035E+00
  2.346835E+06  1.947029E+03  3.812531E+03  3.219595E-05  1.200000E+03  7.875296E+00
  2.301773E+06  1.970237E+03  3.865659E+03  3.122608E-05  1.200000E+03  8.323529E+00
  2.255029E+06  1.993881E+03  3.918951E+03  3.031126E-05  1.200000E+03  8.792104E+00
  2.206720E+06  2.017903E+03  3.972257E+03  2.944936E-05  1.200000E+03  9.280312E+00
  2.156983E+06  2.042238E+03  4.025419E+03  2.863826E-05  1.200000E+03  9.787184E+00
  2.105950E+06  2.066827E+03  4.078307E+03  2.787547E-05  1.200000E+03  1.031177E+01
  2.053777E+06  2.091605E+03  4.130783E+03  2.715869E-05  1.200000E+03  1.085283E+01
  2.000589E+06  2.116524E+03  4.182751E+03  2.648515E-05  1.200000E+03  1.140937E+01
  1.946525E+06  2.141533E+03  4.234118E+03  2.585230E-05  1.200000E+03  1.198022E+01
  1.891706E+06  2.166588E+03  4.284812E+03  2.525750E-05  1.200000E+03  1.256436E+01
  1.836242E+06  2.191655E+03  4.334781E+03  2.469814E-05  1.200000E+03  1.316080E+01
  1.780227E+06  2.216707E+03  4.383994E+03  2.417166E-05  1.200000E+03  1.376870E+01
  1.723754E+06  2.241716E+03  4.432418E+03  2.367573E-05  1.200000E+03  1.438719E+01
  1.666890E+06  2.266668E+03  4.480050E+03  2.320800E-05  1.200000E+03  1.501567E+01
  1.609706E+06  2.291545E+03  4.526880E+03  2.276640E-05  1.200000E+03  1.565342E+01
  1.552252E+06  2.316341E+03  4.572917E+03  2.234891E-05  1.200000E+03  1.629996E+01
  1.494577E+06  2.341045E+03  4.618169E+03  2.195371E-05  1.200000E+03  1.695480E+01
  1.436715E+06  2.365657E+03  4.662655E+03  2.157907E-05  1.200000E+03  1.761758E+01
  1.378710E+06  2.390168E+03  4.706383E+03  2.122352E-05  1.200000E+03  1.828785E+01
  1.320578E+06  2.414584E+03  4.749383E+03  2.088556E-05  1.200000E+03  1.896541E+01
  1.262346E+06  2.438902E+03  4.791672E+03  2.056393E-05  1.200000E+03  1.964996E+01
  1.204027E+06  2.463127E+03  4.833277E+03  2.025740E-05  1.200000E+03  2.034137E+01
  1.145652E+06  2.487254E+03  4.874210E+03  1.996498E-05  1.200000E+03  2.103924E+01
  1.087234E+06  2.511287E+03  4.914493E+03  1.968566E-05  1.200000E+03  2.174343E+01
  1.028771E+06  2.535235E+03  4.954157E+03  1.941847E-05  1.200000E+03  2.245393E+01
  9.702971E+05  2.559090E+03  4.993208E+03  1.916272E-05  1.200000E+03  2.317031E+01
  9.118233E+05  2.582854E+03  5.031665E+03  1.891764E-05  1.200000E+03  2.389242E+01
  8.533605E+05  2.606531E+03  5.069546E+03  1.868255E-05  1.200000E+03  2.462008E+01
  7.949473E+05  2.630110E+03  5.106850E+03  1.845694E-05  1.200000E+03  2.535278E+01
  7.366113E+05  2.653586E+03  5.143583E+03  1.824028E-05  1.200000E+03  2.609013E+01
  6.784131E+05  2.676940E+03  5.179730E+03  1.803223E-05  1.200000E+03  2.683130E+01
  6.204134E+05  2.700153E+03  5.215276E+03  1.783242E-05  1.200000E+03  2.757544E+01
  5.627168E+05  2.723189E+03  5.250180E+03  1.764069E-05  1.200000E+03  2.832110E+01
  5.054777E+05  2.745990E+03  5.284373E+03  1.745702E-05  1.200000E+03  2.906614E+01
  4.488946E+05  2.768484E+03  5.317764E+03  1.728149E-05  1.200000E+03  2.980778E+01
  3.932541E+05  2.790561E+03  5.350213E+03  1.711442E-05  1.200000E+03  3.054202E+01
  3.389089E+05  2.812087E+03  5.381549E+03  1.695629E-05  1.200000E+03  3.126385E+01
  2.863001E+05  2.832893E+03  5.411555E+03  1.680771E-05  1.200000E+03  3.196698E+01
  2.359183E+05  2.852790E+03  5.439995E+03  1.666940E-05  1.200000E+03  3.264430E+01
  1.882594E+05  2.871589E+03  5.466639E+03  1.654198E-05  1.200000E+03  3.328855E+01
  1.437371E+05  2.889131E+03  5.491305E+03  1.642583E-05  1.200000E+03  3.389344E+01
  1.026268E+05  2.905314E+03  5.513893E+03  1.632097E-05  1.200000E+03  3.445456E+01
  6.503338E+04  2.920101E+03  5.534393E+03  1.622702E-05  1.200000E+03  3.496982E+01
  3.089058E+04  2.933521E+03  5.552885E+03  1.614324E-05  1.200000E+03  3.543954E+01
  0.000000E+00  2.945655E+03  5.569514E+03  1.606868E-05  1.200000E+03  3.586595E+01
 SYSTEM :            5
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  2.890000E+06  1.660231E+03  4.004621E+03  2.974861E-05  1.200000E+03  3.640564E+00
  2.874942E+06  1.666289E+03  4.015871E+03  2.942533E-05  1.200000E+03  3.661049E+00
  2.859079E+06  1.672624E+03  4.027661E+03  2.909221E-05  1.200000E+03  3.682576E+00
  2.842347E+06  1.679256E+03  4.040029E+03  2.874881E-05  1.200000E+03  3.705228E+00
  2.824677E+06  1.686205E+03  4.053015E+03  2.839476E-05  1.200000E+03  3.729086E+00
  2.805991E+06  1.693494E+03  4.066668E+03  2.802956E-05  1.200000E+03  3.754251E+00
  2.786213E+06  1.701142E+03  4.081029E+03  2.765298E-05  1.200000E+03  3.780814E+00
  2.765255E+06  1.709175E+03  4.096149E+03  2.726465E-05  1.200000E+03  3.808881E+00
  2.743030E+06  1.717614E+03  4.112077E+03  2.686436E-05  1.200000E+03  3.838561E+00
  2.719440E+06  1.726483E+03  4.128865E+03  2.645193E-05  1.200000E+03  3.869968E+00
  2.694395E+06  1.735804E+03  4.146560E+03  2.602740E-05  1.200000E+03  3.903210E+00
  2.667796E+06  1.745597E+03  4.165212E+03  2.559089E-05  1.200000E+03  3.938403E+00
  2.639551E+06  1.755881E+03  4.184862E+03  2.514276E-05  1.200000E+03  3.975651E+00
  2.609576E+06  1.766668E+03  4.205547E+03  2.468361E-05  1.200000E+03  4.015050E+00
  2.577787E+06  1.777968E+03  4.227298E+03  2.421420E-05  1.200000E+03  4.056688E+00
  2.544121E+06  1.789784E+03  4.250131E+03  2.373565E-05  1.200000E+03  4.100631E+00
  2.508531E+06  1.802112E+03  4.274051E+03  2.324932E-05  1.200000E+03  4.146917E+00
  2.470998E+06  1.814935E+03  4.299041E+03  2.275695E-05  1.200000E+03  4.195552E+00
  2.431514E+06  1.828235E+03  4.325078E+03  2.226033E-05  1.200000E+03  4.246527E+00
  2.390106E+06  1.841980E+03  4.352115E+03  2.176153E-05  1.200000E+03  4.299785E+00
  2.346835E+06  1.856129E+03  4.380086E+03  2.126285E-05  1.200000E+03  4.355230E+00
  2.301773E+06  1.870638E+03  4.408917E+03  2.076643E-05  1.200000E+03  4.412754E+00
  2.255029E+06  1.885455E+03  4.438514E+03  2.027453E-05  1.200000E+03  4.472200E+00
  2.206720E+06  1.900525E+03  4.468785E+03  1.978916E-05  1.200000E+03  4.533408E+00
  2.156983E+06  1.915793E+03  4.499623E+03  1.931222E-05  1.200000E+03  4.596193E+00
  2.105950E+06  1.931206E+03  4.530934E+03  1.884524E-05  1.200000E+03  4.660381E+00
  2.053777E+06  1.946708E+03  4.562611E+03  1.838965E-05  1.200000E+03  4.725772E+00
  2.000589E+06  1.962255E+03  4.594568E+03  1.794638E-05  1.200000E+03  4.792205E+00
  1.946525E+06  1.977803E+03  4.626719E+03  1.751623E-05  1.200000E+03  4.859506E+00
  1.891706E+06  1.993314E+03  4.658987E+03  1.709968E-05  1.200000E+03  4.927526E+00
  1.836242E+06  2.008756E+03  4.691308E+03  1.669697E-05  1.200000E+03  4.996132E+00
  1.780227E+06  2.024105E+03  4.723629E+03  1.630815E-05  1.200000E+03  5.065210E+00
  1.723754E+06  2.039336E+03  4.755898E+03  1.593316E-05  1.200000E+03  5.134652E+00
  1.666890E+06  2.054434E+03  4.788082E+03  1.557171E-05  1.200000E+03  5.204380E+00
  1.609706E+06  2.069384E+03  4.820144E+03  1.522354E-05  1.200000E+03  5.274314E+00
  1.552252E+06  2.084177E+03  4.852064E+03  1.488822E-05  1.200000E+03  5.344400E+00
  1.494577E+06  2.098806E+03  4.883819E+03  1.456532E-05  1.200000E+03  5.414584E+00
  1.436715E+06  2.113265E+03  4.915399E+03  1.425436E-05  1.200000E+03  5.484833E+00
  1.378710E+06  2.127550E+03  4.946785E+03  1.395490E-05  1.200000E+03  5.555101E+00
  1.320578E+06  2.141662E+03  4.977975E+03  1.366641E-05  1.200000E+03  5.625373E+00
  1.262346E+06  2.155598E+03  5.008961E+03  1.338841E-05  1.200000E+03  5.695624E+00
  1.204027E+06  2.169362E+03  5.039745E+03  1.312040E-05  1.200000E+03  5.765847E+00
  1.145652E+06  2.182950E+03  5.070316E+03  1.286199E-05  1.200000E+03  5.836008E+00
  1.087234E+06  2.196365E+03  5.100673E+03  1.261273E-05  1.200000E+03  5.906101E+00
  1.028771E+06  2.209612E+03  5.130824E+03  1.237213E-05  1.200000E+03  5.976132E+00
  9.702971E+05  2.222688E+03  5.160757E+03  1.213988E-05  1.200000E+03  6.046065E+00
  9.118233E+05  2.235595E+03  5.190474E+03  1.191560E-05  1.200000E+03  6.115895E+00
  8.533605E+05  2.248335E+03  5.219975E+03  1.169893E-05  1.200000E+03  6.185613E+00
  7.949473E+05  2.260906E+03  5.249245E+03  1.148961E-05  1.200000E+03  6.255178E+00
  7.366113E+05  2.273304E+03  5.278278E+03  1.128739E-05  1.200000E+03  6.324562E+00
  6.784131E+05  2.285523E+03  5.307049E+03  1.109210E-05  1.200000E+03  6.393699E+00
  6.204134E+05  2.297555E+03  5.335535E+03  1.090359E-05  1.200000E+03  6.462521E+00
  5.627168E+05  2.309383E+03  5.363692E+03  1.072185E-05  1.200000E+03  6.530908E+00
  5.054777E+05  2.320981E+03  5.391451E+03  1.054699E-05  1.200000E+03  6.598683E+00
  4.488946E+05  2.332317E+03  5.418725E+03  1.037923E-05  1.200000E+03  6.665615E+00
  3.932541E+05  2.343340E+03  5.445387E+03  1.021899E-05  1.200000E+03  6.731370E+00
  3.389089E+05  2.353992E+03  5.471280E+03  1.006683E-05  1.200000E+03  6.795538E+00
  2.863001E+05  2.364195E+03  5.496208E+03  9.923447E-06  1.200000E+03  6.857602E+00
  2.359183E+05  2.373870E+03  5.519957E+03  9.789619E-06  1.200000E+03  6.916992E+00
  1.882594E+05  2.382936E+03  5.542311E+03  9.666050E-06  1.200000E+03  6.973129E+00
  1.437371E+05  2.391330E+03  5.563098E+03  9.553184E-06  1.200000E+03  7.025534E+00
  1.026268E+05  2.399018E+03  5.582211E+03  9.451105E-06  1.200000E+03  7.073891E+00
  6.503338E+04  2.405995E+03  5.599621E+03  9.359504E-06  1.200000E+03  7.118085E+00
  3.089058E+04  2.412289E+03  5.615377E+03  9.277718E-06  1.200000E+03  7.158200E+00
  0.000000E+00  2.417948E+03  5.629588E+03  9.204850E-06  1.200000E+03  7.194477E+00
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            2
  2.890000E+06  1.662024E+03  4.035490E+03  2.737115E-05  1.200000E+03  3.668628E+00
  2.874942E+06  1.667605E+03  4.045924E+03  2.709724E-05  1.200000E+03  3.687622E+00
  2.859079E+06  1.673446E+03  4.056862E+03  2.681450E-05  1.200000E+03  3.707588E+00
  2.842347E+06  1.679564E+03  4.068341E+03  2.652251E-05  1.200000E+03  3.728600E+00
  2.824677E+06  1.685977E+03  4.080400E+03  2.622091E-05  1.200000E+03  3.750736E+00
  2.805991E+06  1.692709E+03  4.093083E+03  2.590922E-05  1.200000E+03  3.774088E+00
  2.786213E+06  1.699777E+03  4.106430E+03  2.558718E-05  1.200000E+03  3.798743E+00
  2.765255E+06  1.707206E+03  4.120490E+03  2.525442E-05  1.200000E+03  3.824799E+00
  2.743030E+06  1.715015E+03  4.135307E+03  2.491069E-05  1.200000E+03  3.852357E+00
  2.719440E+06  1.723229E+03  4.150933E+03  2.455578E-05  1.200000E+03  3.881526E+00
  2.694395E+06  1.731867E+03  4.167411E+03  2.418965E-05  1.200000E+03  3.912404E+00
  2.667796E+06  1.740951E+03  4.184789E+03  2.381233E-05  1.200000E+03  3.945101E+00
  2.639551E+06  1.750496E+03  4.203107E+03  2.342407E-05  1.200000E+03  3.979715E+00
  2.609576E+06  1.760516E+03  4.222400E+03  2.302530E-05  1.200000E+03  4.016334E+00
  2.577787E+06  1.771023E+03  4.242698E+03  2.261663E-05  1.200000E+03  4.055042E+00
  2.544121E+06  1.782018E+03  4.264019E+03  2.219895E-05  1.200000E+03  4.095899E+00
  2.508531E+06  1.793499E+03  4.286366E+03  2.177341E-05  1.200000E+03  4.138944E+00
  2.470998E+06  1.805453E+03  4.309727E+03  2.134148E-05  1.200000E+03  4.184181E+00
  2.431514E+06  1.817861E+03  4.334080E+03  2.090467E-05  1.200000E+03  4.231601E+00
  2.390106E+06  1.830698E+03  4.359382E+03  2.046481E-05  1.200000E+03  4.281155E+00
  2.346835E+06  1.843923E+03  4.385573E+03  2.002389E-05  1.200000E+03  4.332750E+00
  2.301773E+06  1.857499E+03  4.412585E+03  1.958381E-05  1.200000E+03  4.386288E+00
  2.255029E+06  1.871374E+03  4.440330E+03  1.914661E-05  1.200000E+03  4.441621E+00
  2.206720E+06  1.885501E+03  4.468721E+03  1.871410E-05  1.200000E+03  4.498601E+00
  2.156983E+06  1.899826E+03  4.497660E+03  1.828803E-05  1.200000E+03  4.557055E+00
  2.105950E+06  1.914300E+03  4.527057E+03  1.786980E-05  1.200000E+03  4.616821E+00
  2.053777E+06  1.928871E+03  4.556813E+03  1.746078E-05  1.200000E+03  4.677711E+00
  2.000589E+06  1.943498E+03  4.586847E+03  1.706187E-05  1.200000E+03  4.739576E+00
  1.946525E+06  1.958138E+03  4.617075E+03  1.667387E-05  1.200000E+03  4.802252E+00
  1.891706E+06  1.972756E+03  4.647428E+03  1.629729E-05  1.200000E+03  4.865600E+00
  1.836242E+06  1.987321E+03  4.677844E+03  1.593244E-05  1.200000E+03  4.929495E+00
  1.780227E+06  2.001810E+03  4.708271E+03  1.557942E-05  1.200000E+03  4.993832E+00
  1.723754E+06  2.016199E+03  4.738661E+03  1.523826E-05  1.200000E+03  5.058507E+00
  1.666890E+06  2.030474E+03  4.768982E+03  1.490878E-05  1.200000E+03  5.123449E+00
  1.609706E+06  2.044620E+03  4.799200E+03  1.459079E-05  1.200000E+03  5.188582E+00
  1.552252E+06  2.058628E+03  4.829293E+03  1.428397E-05  1.200000E+03  5.253855E+00
  1.494577E+06  2.072489E+03  4.859240E+03  1.398800E-05  1.200000E+03  5.319218E+00
  1.436715E+06  2.086200E+03  4.889031E+03  1.370249E-05  1.200000E+03  5.384638E+00
  1.378710E+06  2.099755E+03  4.918647E+03  1.342708E-05  1.200000E+03  5.450073E+00
  1.320578E+06  2.113154E+03  4.948087E+03  1.316133E-05  1.200000E+03  5.515510E+00
  1.262346E+06  2.126395E+03  4.977342E+03  1.290485E-05  1.200000E+03  5.580923E+00
  1.204027E+06  2.139481E+03  5.006413E+03  1.265723E-05  1.200000E+03  5.646306E+00
  1.145652E+06  2.152407E+03  5.035289E+03  1.241813E-05  1.200000E+03  5.711627E+00
  1.087234E+06  2.165176E+03  5.063971E+03  1.218717E-05  1.200000E+03  5.776881E+00
  1.028771E+06  2.177793E+03  5.092464E+03  1.196394E-05  1.200000E+03  5.842071E+00
  9.702971E+05  2.190254E+03  5.120757E+03  1.174817E-05  1.200000E+03  5.907167E+00
  9.118233E+05  2.202561E+03  5.148850E+03  1.153955E-05  1.200000E+03  5.972161E+00
  8.533605E+05  2.214715E+03  5.176745E+03  1.133775E-05  1.200000E+03  6.037046E+00
  7.949473E+05  2.226714E+03  5.204426E+03  1.114258E-05  1.200000E+03  6.101783E+00
  7.366113E+05  2.238554E+03  5.231888E+03  1.095380E-05  1.200000E+03  6.166347E+00
  6.784131E+05  2.250229E+03  5.259107E+03  1.077129E-05  1.200000E+03  6.230674E+00
  6.204134E+05  2.261731E+03  5.286060E+03  1.059493E-05  1.200000E+03  6.294703E+00
  5.627168E+05  2.273043E+03  5.312706E+03  1.042472E-05  1.200000E+03  6.358322E+00
  5.054777E+05  2.284141E+03  5.338979E+03  1.026080E-05  1.200000E+03  6.421365E+00
  4.488946E+05  2.294992E+03  5.364796E+03  1.010337E-05  1.200000E+03  6.483619E+00
  3.932541E+05  2.305549E+03  5.390037E+03  9.952867E-06  1.200000E+03  6.544773E+00
  3.389089E+05  2.315754E+03  5.414553E+03  9.809814E-06  1.200000E+03  6.604445E+00
  2.863001E+05  2.325535E+03  5.438159E+03  9.674907E-06  1.200000E+03  6.662156E+00
  2.359183E+05  2.334811E+03  5.460649E+03  9.548888E-06  1.200000E+03  6.717375E+00
  1.882594E+05  2.343507E+03  5.481822E+03  9.432442E-06  1.200000E+03  6.769566E+00
  1.437371E+05  2.351562E+03  5.501512E+03  9.326010E-06  1.200000E+03  6.818284E+00
  1.026268E+05  2.358941E+03  5.519617E+03  9.229689E-06  1.200000E+03  6.863235E+00
  6.503338E+04  2.365640E+03  5.536111E+03  9.143206E-06  1.200000E+03  6.904314E+00
  3.089058E+04  2.371684E+03  5.551039E+03  9.065951E-06  1.200000E+03  6.941599E+00
  0.000000E+00  2.377120E+03  5.564503E+03  8.997088E-06  1.200000E+03  6.975315E+00
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            3
  2.890000E+06  1.619332E+03  3.301395E+03  3.961673E-05  1.200000E+03  3.001268E+00
  2.874942E+06  1.627158E+03  3.320228E+03  3.872789E-05  1.200000E+03  3.035608E+00
  2.859079E+06  1.635259E+03  3.339848E+03  3.783320E-05  1.200000E+03  3.071590E+00
  2.842347E+06  1.643649E+03  3.360308E+03  3.693260E-05  1.200000E+03  3.109340E+00
  2.824677E+06  1.652344E+03  3.381663E+03  3.602627E-05  1.200000E+03  3.148985E+00
  2.805991E+06  1.661364E+03  3.403978E+03  3.511409E-05  1.200000E+03  3.190680E+00
  2.786213E+06  1.670722E+03  3.427307E+03  3.419666E-05  1.200000E+03  3.234564E+00
  2.765255E+06  1.680435E+03  3.451717E+03  3.327429E-05  1.200000E+03  3.280803E+00
  2.743030E+06  1.690520E+03  3.477271E+03  3.234767E-05  1.200000E+03  3.329560E+00
  2.719440E+06  1.700991E+03  3.504035E+03  3.141755E-05  1.200000E+03  3.381013E+00
  2.694395E+06  1.711858E+03  3.532067E+03  3.048522E-05  1.200000E+03  3.435324E+00
  2.667796E+06  1.723132E+03  3.561425E+03  2.955193E-05  1.200000E+03  3.492669E+00
  2.639551E+06  1.734817E+03  3.592157E+03  2.861947E-05  1.200000E+03  3.553206E+00
  2.609576E+06  1.746912E+03  3.624298E+03  2.768993E-05  1.200000E+03  3.617076E+00
  2.577787E+06  1.759414E+03  3.657878E+03  2.676552E-05  1.200000E+03  3.684413E+00
  2.544121E+06  1.772307E+03  3.692903E+03  2.584892E-05  1.200000E+03  3.755308E+00
  2.508531E+06  1.785573E+03  3.729358E+03  2.494304E-05  1.200000E+03  3.829818E+00
  2.470998E+06  1.799178E+03  3.767204E+03  2.405109E-05  1.200000E+03  3.907942E+00
  2.431514E+06  1.813090E+03  3.806387E+03  2.317605E-05  1.200000E+03  3.989659E+00
  2.390106E+06  1.827263E+03  3.846823E+03  2.232105E-05  1.200000E+03  4.074876E+00
  2.346835E+06  1.841645E+03  3.888402E+03  2.148921E-05  1.200000E+03  4.163438E+00
  2.301773E+06  1.856184E+03  3.931005E+03  2.068302E-05  1.200000E+03  4.255172E+00
  2.255029E+06  1.870820E+03  3.974490E+03  1.990491E-05  1.200000E+03  4.349834E+00
  2.206720E+06  1.885497E+03  4.018714E+03  1.915660E-05  1.200000E+03  4.447174E+00
  2.156983E+06  1.900161E+03  4.063526E+03  1.843944E-05  1.200000E+03  4.546906E+00
  2.105950E+06  1.914761E+03  4.108787E+03  1.775409E-05  1.200000E+03  4.648761E+00
  2.053777E+06  1.929249E+03  4.154350E+03  1.710097E-05  1.200000E+03  4.752434E+00
  2.000589E+06  1.943588E+03  4.200099E+03  1.647975E-05  1.200000E+03  4.857679E+00
  1.946525E+06  1.957742E+03  4.245914E+03  1.588992E-05  1.200000E+03  4.964234E+00
  1.891706E+06  1.971687E+03  4.291698E+03  1.533061E-05  1.200000E+03  5.071872E+00
  1.836242E+06  1.985400E+03  4.337369E+03  1.480068E-05  1.200000E+03  5.180392E+00
  1.780227E+06  1.998868E+03  4.382860E+03  1.429882E-05  1.200000E+03  5.289629E+00
  1.723754E+06  2.012078E+03  4.428110E+03  1.382370E-05  1.200000E+03  5.399415E+00
  1.666890E+06  2.025026E+03  4.473081E+03  1.337381E-05  1.200000E+03  5.509643E+00
  1.609706E+06  2.037707E+03  4.517733E+03  1.294777E-05  1.200000E+03  5.620190E+00
  1.552252E+06  2.050122E+03  4.562044E+03  1.254410E-05  1.200000E+03  5.730979E+00
  1.494577E+06  2.062273E+03  4.605994E+03  1.216143E-05  1.200000E+03  5.841933E+00
  1.436715E+06  2.074164E+03  4.649574E+03  1.179841E-05  1.200000E+03  5.953004E+00
  1.378710E+06  2.085798E+03  4.692769E+03  1.145382E-05  1.200000E+03  6.064125E+00
  1.320578E+06  2.097182E+03  4.735582E+03  1.112642E-05  1.200000E+03  6.175280E+00
  1.262346E+06  2.108322E+03  4.778011E+03  1.081511E-05  1.200000E+03  6.286432E+00
  1.204027E+06  2.119226E+03  4.820062E+03  1.051880E-05  1.200000E+03  6.397572E+00
  1.145652E+06  2.129898E+03  4.861728E+03  1.023661E-05  1.200000E+03  6.508653E+00
  1.087234E+06  2.140346E+03  4.903013E+03  9.967611E-06  1.200000E+03  6.619665E+00
  1.028771E+06  2.150578E+03  4.943934E+03  9.710922E-06  1.200000E+03  6.730622E+00
  9.702971E+05  2.160597E+03  4.984479E+03  9.465863E-06  1.200000E+03  6.841470E+00
  9.118233E+05  2.170410E+03  5.024655E+03  9.231717E-06  1.200000E+03  6.952201E+00
  8.533605E+05  2.180023E+03  5.064466E+03  9.007823E-06  1.200000E+03  7.062804E+00
  7.949473E+05  2.189438E+03  5.103898E+03  8.793673E-06  1.200000E+03  7.173214E+00
  7.366113E+05  2.198657E+03  5.142944E+03  8.588751E-06  1.200000E+03  7.283389E+00
  6.784131E+05  2.207679E+03  5.181577E+03  8.392684E-06  1.200000E+03  7.393224E+00
  6.204134E+05  2.216502E+03  5.219769E+03  8.205115E-06  1.200000E+03  7.502610E+00
  5.627168E+05  2.225118E+03  5.257462E+03  8.025834E-06  1.200000E+03  7.611360E+00
  5.054777E+05  2.233511E+03  5.294572E+03  7.854774E-06  1.200000E+03  7.719188E+00
  4.488946E+05  2.241663E+03  5.330984E+03  7.691968E-06  1.200000E+03  7.825727E+00
  3.932541E+05  2.249543E+03  5.366533E+03  7.537653E-06  1.200000E+03  7.930443E+00
  3.389089E+05  2.257111E+03  5.401013E+03  7.392181E-06  1.200000E+03  8.032679E+00
  2.863001E+05  2.264321E+03  5.434171E+03  7.256057E-06  1.200000E+03  8.131609E+00
  2.359183E+05  2.271120E+03  5.465725E+03  7.129830E-06  1.200000E+03  8.226317E+00
  1.882594E+05  2.277459E+03  5.495397E+03  7.013986E-06  1.200000E+03  8.315875E+00
  1.437371E+05  2.283302E+03  5.522962E+03  6.908765E-06  1.200000E+03  8.399511E+00
